,label,text,label_num
1617,ham,"Subject: ( see attached file : hplo 916 . xls )
- hplo 916 . xls",0
2519,ham,"Subject: re : coastal o & g , mtr . 4179 , goliad co .
vance ,
julie meyers created deal # 592122 in sitara . i have edited the ticket to
reflect the details described below :
bob
vance l taylor
02 / 01 / 2001 08 : 21 am
to : robert cotten / hou / ect @ ect
cc : clem cernosek / hou / ect @ ect
subject : coastal o & g , mtr . 4179 , goliad co .
bob ,
if have not put the deal in yet , please modify the period to reflect 9 / 1 -
9 / 13 . there was flow on 9 / 13 .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 02 / 01 / 2001
08 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 31 / 2001 05 : 08 pm
to : robert cotten / hou / ect @ ect
cc : brian m riley / hou / ect @ ect , clem cernosek / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , julie
meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : coastal o & g , mtr . 4179 , goliad co .
bob ,
hplc purchased wellhead gas from the producer listed below for the specified
period . this production was purchased on a "" spot "" basis and a deal ticket
should be created and entered into sitara based on the following information :
counterparty meter volume price period
coastal oil & gas corp 4179 4 , 500 mmbtu / d 85 % if / hsc 9 / 1 / 00 - 9 / 8 / 00
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
987,ham,"Subject: nom change at the garza / trevino plant on tejas
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 16 / 2000
12 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 16 / 2000 10 : 34 : 43 am
to :
cc :
subject : nom change at the garza / trevino plant on tejas
see attached .
- enron nom change . xls",0
2090,ham,"Subject: cornhusker up on 24 th
spoke with ken reisz ( operations mgr ) and he said the plant is due to be up
on friday nov . 24 th , so we will need to start nominating the gas for that day
on . he expects a full load to be pulled . of course , that what we thought
before the last catastrophy .",0
713,ham,"Subject: february 2000 production , pg & e discrepancy for 02 / 24 / 00 ( pan
energy exchange deal )
stacey -
as per my earlier voice mail messages , i needed to confirm what the actual
flow of gas was on pg & e for february 24 th . the service summary report from
pg & e indicated a flow of 50 , 000 mmbtus on the 24 th , however , the swamp rat
fuel allocations ( hpl ) indicates a flow of 53 , 000 mmbtus . can you ask pg & e
to confirm which of these volume is correct so that the february allocations
can be finalized ? please let me know if there is any additional information
i need to provide you .
thanks for your help -
katherine",0
4036,spam,"Subject: now i know bundle famish
welcome varou
the graveyards are full of indispensable men . - charles de gaulle ( 1890 - 1970 ) the only paradise is paradise lost . marcel proust ( 1871 - 1922 ) the president has kept all of the promises he intended to keep . - clinton aide george stephanopolous speaking on larry king live
",1
2683,ham,"Subject: wellhead nominations
wellhead volumes have been adjusted to the avg column on the attached
spreadsheet as of 3 / 8 / 01 forward .
bob",0
3728,spam,"Subject: get a bu _ lky p ^ 0 le * dcrgvabyssyzbr
loading please wait . . . . . do you want a longer
penis ?
enlarge your penis ! instant rock hard
erections ! longer lasting time !
click here for information
remove
me
",1
2052,ham,"Subject: duke energy field 9 / 00
please add the demand charge for excess fees for 9 / 00 on sale deal 157278 in
the amount of $ 1 , 175 . 51 .
thanks ,
megan",0
3898,spam,"Subject: nvhcs bvy h ' y _ d _ roc _ 0 _ d _ 0 ` n _ e online , f . r . ee overnight ship . ping
vortnight temperd sisyphist
the b ` est meds available
they got vi . co . din , x . @ nax , and v . aliu . m . . and other popular products . .
we accept almost every form of payment .
u q http : / / l . yvnnwe . toogde . net / pgpho / index . htm
quit : http : / / k . cs . toogde . net / pgpho / rm . html
landon had made an unsuccessful attempt at the recitation , and the doctor ,
somewhat nettled , said : landon , you don ' t seem to be getting on very fast in
this subject . you seem to lack ambition . why , at your age alexander the
great had conquered half the world . yes , said landon , he couldn ' t help it ,
for you will recall the fact , doctor , that alexander the great had aristotle
for a teacher .
on the first day of college , the dean addressed the students , pointing out
some of the rules : the female dormitory will be out - of - bounds for all male
students , and the male dormitory to the female students . anybody caught
breaking this rule will be fined $ 20 the first time . he continued : anybody
caught breaking this rule the second time will be fined $ 60 . being caught a
third time will incur a hefty fine of $ 180 . are there any questions ? ! ! ! ! at
this point , a male student in the crowd inquired : how much for a season
pass ?
scan 3 uchinomioluchii , siteifuk tiryoury .
",1
3098,ham,"Subject: freedom ? ? ?
bammelyoungfamilies
- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -
start your own free email list at http : / / www . listbot . com / links / joinlb
this is a statement that was read over the pa system at the football game
at roane county high school , kingston , tennessee by school principal jody
mcloud , on september 1 , 2000 . i thought it was worth sharing with the
world , and hope you will forward it to all your friends . it clearly shows
just how far this country has gone in the wrong direction .
"" it has always been the custom at roane county high school football games
to say a prayer and play the national anthem to honor god and country .
due to a recent ruling by the supreme court , i am told that saying a prayer
is a violation of federal case law .
as i understand the law at this time , i can use this public facility to
approve of sexual perversion and call it an alternate lifestyle , and if
someone is offended , that ' s ok .
i can use it to condone sexual promiscuity by dispensing condoms and
calling it safe sex . if someone is offended , that ' s ok .
i can even use this public facility to present the merits of killing an
unborn baby as a viable means of birth control . if someone is offended , no
problem .
i can designate a school day as earth day and involve students in
activities to religiously worship and praise the goddess , mother earth ,
and call it ecology .
i can use literature , videos and presentations in the classroom that depict
people with strong , traditional christian convictions as simple minded and
ignorant and call it enlightenment .
however , if anyone uses this facility to honor god and ask him to bless
this event with safety and good sportsmanship , federal case law is
violated .
this appears to be inconsistent at best , and at worst , diabolical .
apparently , we are to be tolerant of everything and anyone except god and
his commandments .
nevertheless , as a school principal , i frequently ask staff and students to
abide by rules which they do not necessarily agree . for me to do otherwise
would be inconsistent at best , and at worst , hypocritical . i suffer from
that affliction enough unintentionally . i certainly do not need to add an
intentional transgression .
for this reason , i shall , "" render unto caesar that which is caesar ' s , "" and
refrain from praying at this time . however , if you feel inspired to honor ,
praise and thank god , and ask him in the name of jesus to bless this event ,
please feel free to do so . as far as i know , that ' s not against the law -
yet . ""
and . . . one by one , the people in the stands bowed their heads , held hands
with one another , and began to pray . they prayed in the stands . they prayed
in the team huddles . they prayed at the concession stand . and they prayed
in the announcer ' s box . the only place they didn ' t pray was in the supreme
court of the united states of america - the seat of "" justice "" in the one
nation under god .
somehow , kingston , tennessee , remembered what so many have forgotten . . . we
are given the freedom of religion , not the freedom from religion .
praise god that his remnant remains !
let ' s celebrate jesus in 2001
jesus said , "" if you are ashamed of me , i will be ashamed of you before my
father . ""
- - - - - - - - -
if you are not ashamed , pass this on . . . but only if you mean it .
yes , i do love god . he is my source of existence and savior . he keeps me
functioning each and every day . without him , i will be nothing . without
him , i am nothing but with him , i can do all things through christ that
strengthens me . phil 4 : 13
geoff gayle
synergy oil & gas , inc .
office : ( 713 ) 461 - 6626 x . 113
fax : ( 713 ) 461 - 4475
email : ggayle @ synergyog . com
to unsubscribe , write to - unsubscribe @ listbot . com",0
792,ham,"Subject: unify enhancement tracking list for ena upstream
hi everyone ,
see attached a listing of the documented enhancements that pertain to ena
upstream . what we need to do next is develop an impact for each one that
gives an estimate of the number of hours saved for each item . please supply
these savings where your name is listed if you haven ' t already done so . the
vision and purpose of this list is to provide holland & davis ( a consultant
) and upper management with the necessary information to determine the extent
of it resources that would be needed to enhance unify . i will need your
replies by cob may 31 st .
thanks , mve",0
2264,ham,"Subject: re : tuesday , december 26 th
i can be here .
mary poorman @ enron
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",0
237,ham,"Subject: nomination 2 / 3 / 2000
this is to nominate 33 , 500 mmbtu for 2 / 3 / 2000 from hpl at the eastrans
interconnect .
this equates to about 30 , 700 mcf .
like mmbtu ' s will be redelivered at fuels cotton valley ( 8 , 500 ) and p g & e at
the carthage
tailgate for 25 , 000 mmbtu .",0
4553,spam,"Subject: hello brother - are you fat
brother , this is a good anti - weight solution
v . 1 ' a , g . r , a loo m ' g 20 pi | | s 98 . 0 o
c , 1 * a * l * 1 ' s 2 o m * g 10 p | | ls 82 . 00
v . i , o , x . x 25 m ' g 3 o pllis 62 . oo
more info : http : / / maser . pharmfarm . biz /
! same day shlpp 1 ng !
you are blacklisted
juanita kirby
cutler
celtek bioscience , llc , nashville , tn 37210 , united states of america
phone : 818 - 711 - 4417
mobile : 719 - 417 - 8214
email : riyvikcenftx @ c 4 . com
your reply to this confirmation message is not needed
this product is a 84 month trial package
notes :
the contents of this message is for understanding and should not be kerchief purposive
bernadine voluble chambers
time : thu , 09 dec 2004 02 : 41 : 38 + 0200
",1
1193,ham,"Subject: hpl nom for july 15 thru 17 , 2000
( see attached file : hplo 715 . xls )
- hplo 715 . xls",0
349,ham,"Subject: natural gas nomination for 03 / 00
enron methanol nominates the following requirements for the methanol plant
for march 2000 :
march lst & 2 nd 32 , 000 mmbtu per day
march 3 rd through 12 th 0 mmbtu ( plant down for repairs )
march 13 th through 31 st 32 , 000 mmbtu per day
note : natural gas to be bought at the "" gas daily mid "" due to plant outage for
the methanol plant only .
egpfc nominates the following for the mtbe plant at morgan ' s point for march
2000
10 , 000 mmbtu per day",0
4260,spam,"Subject: cialis , xanax , valium , viagra at low price ! no prescription needed !
discount rx is simple , quick , and affordable ! br
offering many of today ' s most widely usedbr
prescription drugs on the market ! brbr
viagra , ambien , meridia , propecia , valium , xanax and many more !
br
just click below for these special savings !
a href = http : / / www . k 8 cheapnow . com / index . php ? id = 188 click here now !
",1
2292,ham,"Subject: hpl noms - revisons for dec . 27 and 28 , 2000
note : the exxon katy plant operates on a 7 to 7 day . the nomination of 22 . 850
at the ls exxon katy t . g . , started at 3 pm , ( 16 hours of flow at 22 . 850 rate )
which
will average to be 15 . 233 for the flow day of dec . 27 , 2000 .
( see attached file : hplnl 227 . xls ) ( see attached file : hplnl 228 . xls )
- hplnl 227 . xls
- hplnl 228 . xls",0
331,ham,"Subject: hl & p month to date flow
janet . i ' m back from vacation ! i have updated the flow volumes for hl & p",0
1884,ham,"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
daren / vance :
any light you could shed on this would be appreciated .
mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 10 / 23 / 2000 01 : 31
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas @ ect
10 / 23 / 2000 01 : 21 pm
to : mary poorman / na / enron @ enron
cc : nick moshou / corp / enron @ enron , cynthia hakemack / hou / ect @ ect , kristen j
hanson / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
mary :
have you heard anything back from vance taylor on this issue ? i get the
feeling that this is soon going to reach "" critical mass "" .
fred
nick moshou @ enron
10 / 23 / 2000 01 : 05 pm
to : fred boas / hou / ect @ ect
cc : cynthia hakemack / hou / ect @ ect , kristen j hanson / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
any progress on this issue ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by nick moshou / corp / enron on 10 / 23 / 2000
08 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
nick moshou
10 / 12 / 2000 07 : 57 am
to : fred boas / hou / ect @ ect
cc : cynthia hakemack / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
fred ,
could you give me the status or an eta on this meter . we are in the middle
of a big push to lower our exposure and the following customer has $ 55 , 000
not including sept production because we ' ve paid manually without having the
volumes in unify for this meter .
thanks ,
nick
x 36454",0
1756,ham,"Subject: hpl nom for october 5 , 2000
( see attached file : hpll 005 . xls )
- hpll 005 . xls",0
2103,ham,"Subject: co - owner vols 12 / 00
for anyone else who needs it .
bev
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 11 / 27 / 2000 11 : 01
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
11 / 27 / 2000 11 : 27 am
to : ,
cc :
subject : co - owner vols 12 / 00
co - owner vols 12 / 00
- 1200 co - owners volumes to enron . xls",0
2861,ham,"Subject: re : nom / vols for 3 / 24 thru 3 / 26 / 01
we agree
"" eileen ponton "" on 03 / 26 / 2001 11 : 50 : 15 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : nom / vols for 3 / 24 thru 3 / 26 / 01
we are having problems down loading tufco volumes from pg & e ' s system .
following are estimates , with actuals to follow tomorrow . . . . . .
date nom mcf mmbtu
3 / 23 0 0 0
3 / 24 0 0 0
3 / 25 5000 4094 4205",0
4853,spam,"Subject: accumuiate at these leveis with breakout lo 0 ming
yap international , inc . ( ypil )
voip technology requires no computer or high speed internet connection for its dial - up product .
current price : . 18
watch this stock monday some of these littie voip stocks have been really moving lately .
and when some of them move , they rea | | y go . . . gains of 100 % , 200 % or more are
not unheard of .
break news ! !
* yap internationa | inc . ( 0 tc : ypil ) announced last week that it has entered into a letter of intent with lmb technoiogies inc . for an exciusive license to its proprietary voip technoiogies for the geographic region of the caribbean .
subject to the conciusion of a definitive agreement , yap wouid provide lmb technoiogies inc . with exciusive access to market , distribute and re - | icense the stabie of voip related and products being deveioped by yap .
the caribbean market is growing in terms of its access to the benefits of voip technoiogies . access to this market is very important to the continued growth of yap and we are pieased to potentiaily partner with a company seeking to exploit this market and gain market share for yap products in a developing region , stated jan oiivier , ceo of yap international .
a mammoth gain of astronomica | proportions very quickly . that ' s what can happen with these sma | | cap stocks when they take off . and it happens every day . wil | ypil join the ranks of ste | | ar performers ?
about the company :
yap internationa | , inc . is a muiti - nationa | internet communications
company developing cost effective teiecommunications through voice over internet protocol ( voip ) technoiogies . the company ' s voip technoiogy requires no computer or high speed internet connection for its dia | - up product and works in conjunction with any standard push button phone to access voip sav - ings . the company plans on targeting the market of more than 1 . 1 biliion teiephones worldwide , but specifica | | y , the internationa | calling market as it pertains to foreign - born residents | iving in the united states and canada . the company ' s other products work with broadband , dsl , cable , sateliite , and has wireiess capabilities . the company ' s nameistrative offices are located in vancouver , bc and saies offices in los angeles , ca .
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
and piease watch this one trade monday ! go ypi |
information within this publication contains future looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements thatexpress or involve discussions with respect to predictions , expectations , beiiefs , pians , projections , objectives , goals , assumptions or futureevents or performance are not statements of historical fact and may be future looking statements . future looking statements are based on expectations , estimates and projections at the time the statements are made that invoive a number of risks and uncertainties which couid cause actua | resuits or events to differ materialiy from those presently anticipated . future | ooking statements in this action may be identified through the use of words such as projects , foresee , expects , will , anticipates , estimates , beiieves , understands or that by statements indicating certain actions may , could , or might occur . these future - looking statem !
ents are based on information currentiy avaiiabie and are subject to a number of risks , uncertainties and other factors that couid cause ypi | ' s actua | results , performance , prospects or opportunities to differ materialiy from those expressed in , or impiied by , these future - looking statements . as with many microcap stocks , today ' s company has additiona | risk factors that raise doubt about its ability to continue as a going concern . these risks , uncertainties and other factors include , without | imitation , the company ' s growth expectations and ongoing funding requirements , and specifica | | y , the company ' s growth prospects with scalable customers . other risks include the company ' s | imited operating history , the company ' s history of operating losses , consumers ' acceptance , the company ' s use of licensed technoiogies , risk of increased competition , the potentia | need for additional financing , the conditions and terms of any financing that is consummated , the | imited trading market !
for the company ' s securities , the possibie volatility of the company ' s
stock price , the concentration of ownership , and the potentia | fluctuation in the company ' s operating resuits . the publisher of this report does not represent that the information contained in this message states all materia | facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this report pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the pubiisher of this newsietter advises al | readers and subscribers to seek advice from a registered professiona | securities representative before deciding to trade in stocks featured within this report . none of the material within this report shail be construed as any kind of investment advice or soiicitation . many of these companies are on the verge of bankruptcy . you can | ose all your money by investing in this stock . the publisher of this report is not a registered investment expert . subscribers sho !
uld not view information herein as lega | , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specialiy seiected to be referenced based on the favorable performance of these companies . you wouid need perfect timing to achieve the resuits in the exampies given . there can be no assurance of that happening . remember , as always , past performance is not indicative of future results and a thorough due diligence effort , including a review of a company ' s filings at sec gov or edgar - oniine com when available , shouid be completed prior to investing .
a | | factual information in this report was gathered from pubiic sources , including but not limited to company websites and company press releases . the pubiisher discioses the receipt of fifteen thousand do | | ars from a third party , not an officer , director , or affiiiate sharehoider ofthe company for the preparation of this oniine report . be aware of aninherent conflict of interest resulting from such compensation due to the fact that this is a paid publication . the publisher of this report believes this information to be reliabie but can make no assurance as to its accuracy or compieteness . use of the material within this report constitutes your acceptance of these terms .
if you wish to stop future mailings , or if you fee | you have been
wrongfuily placed in our membership , piease go here or send a blank
e mai | with no thanks in the subject to ( - stock 42 @ yahoo . com - )
",1
2271,ham,"Subject: re : deal extension for 11 / 21 / 2000 for 98 - 439
hi daren ,
i know that this is a busy part of the day for you . but , when you get a
minute , can you please extend deal # 465322 for cover a flow volume of 140
dec . for 11 / 21 / 2000 ?
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 12 / 21 / 2000 09 : 06
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
jackie young
12 / 19 / 2000 09 : 30 am
to : victor lamadrid / hou / ect @ ect
cc :
subject : re : deal extension for 11 / 21 / 2000 for 98 - 439
typo . . . . . . . . . . . . deal # 462490
enron north america corp .
from : victor lamadrid 12 / 19 / 2000 09 : 24 am
to : jackie young / hou / ect @ ect
cc : meredith mitchell / hou / ect @ ect , daren j farmer / hou / ect @ ect , sherlyn
schumack / hou / ect @ ect , howard b camp / hou / ect @ ect , clem cernosek / hou / ect @ ect ,
cynthia franklin / corp / enron @ enron
subject : re : deal extension for 11 / 21 / 2000 for 98 - 439
jackie , 465490 is not a deal between ena and hpl . . it is a zone 5 tennessee
sale between ena and a third party . . . thanks
jackie young
12 / 19 / 2000 09 : 02 am
to : victor lamadrid / hou / ect @ ect , meredith mitchell / hou / ect @ ect , daren j
farmer / hou / ect @ ect
cc : clem cernosek / hou / ect @ ect , howard b camp / hou / ect @ ect , sherlyn
schumack / hou / ect @ ect
subject : deal extension for 11 / 21 / 2000 for 98 - 439
victor ,
can you extend deal # 465490 to cover a flow volume of 141 dec . for 11 / 21 / 2000 ?
daren ,
can you extend deal # 465322 for cover a flow volume of 140 dec . for
11 / 21 / 2000 ?
thanks
- jackie -
3 - 9497",0
2051,ham,"Subject: re : big cow breakout
d
attached per your request is the big cowboy production for october 2000 . i
also have the gas volume statements from coral energy that shows the actual
daily volumes for all of the meters , receipt and delivery , if you need that
level of detail .
if there is anything else let me know either today or tomorrow because i will
be on vacation next week .
fred
daren j farmer
11 / 15 / 2000 03 : 26 pm
to : fred boas / hou / ect @ ect
cc :
subject : big cow breakout
fred ,
please look at the attached file below . can you give me the october volumes
for these meters ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 11 / 15 / 2000
03 : 26 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary poorman @ enron
11 / 15 / 2000 03 : 16 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : big cow breakout",0
1914,ham,"Subject: natural gas nomination for 11 / 00
enron methanol nominates the following natural gas requirements for the
methanol plant for november 2000 :
38 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at
morgan ' s point for november 2000 :
10 , 000 mmbtu per day",0
3931,spam,"Subject: soul mate
one of your buddies hooked you up on a date with another buddy .
your invitation :
a free dating web site
created by women
no more invitation :
",1
4690,spam,"Subject: 
",1
2083,ham,"Subject: tenaska iv receivables
daren :
can you shed a little light on this tenaska iv deal ? james armstrong is
telling me that we should have a purchase deal in the system to pay tenaska
iv for the 9 / 00 and 10 / 00 gas that we are marketing for them . i do not see a
deal in path manager for either month . i also need some detail on who we are
buying and selling this gas from and to . there are a number of
counterparties at lonestar for ena and i ' m not sure which ones go with this
deal . is there a schedule you can email to me ? james is looking for an
answer today on the tenaska iv payment , so whatever you can tell me will be
appreciated .
thanks ,
megan
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 11 / 21 / 2000
09 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
james armstrong @ ect
11 / 20 / 2000 06 : 00 pm
to : megan parker / corp / enron @ enron
cc :
subject : tenaska iv receivables
megan below is a list of the outstanding receivables for tenaska iv texas
partners , ltd . ( 1089 ) :
september - sales :
mmbtu price amount
26 , 275 5 . 20 136 , 630
18 , 538 5 . 06 93 , 802 . 28
20 , 000 5 . 045 100 , 900
25 , 000 5 . 09 127 , 250
totals 89 , 813 $ 458 , 582 . 28 ( this total is per phone conversation with
darren farmer )
october - sales summary per detail economics report - 1 , 124 , 275 mmbtu for
$ 5 , 148 , 787 . 47 ( these amounts were adjusted for the gas sent to the plant for
their direct use - 427 , 851 mmbtu for $ 1 , 245 , 046 . 41 ) .
the total of these two amounts is $ 5 , 607 , 369 . 75 . please let me know what the
payment schedule is for these amounts .
additionally , i need to ask about the payment schedule for tenaska iv this
month . i need to find out if i am paying the following bills or if it is
something your department is going to pay . please advise :
williams energy 1 , 722 , 293 . 49
354 , 175 . 00
2 , 076 , 468 . 49
apache corp 1 , 348 , 500 . 00
txu / lone star 111 , 980 . 31
i need to submit my funding request tomorrow , so please let me know where we
stand on these items as soon as possible . thanks .
james",0
4151,spam,"Subject: wild fuck of this pretty slutty mom ! . . . amicable
out of the frying pan and into the fire .
a cat may look at a queen .
mothers - housewives sure know how to have fun !
a couple of drinks with the sons friends , and they ' re all ready
and willing to take cocks into their mouths !
a couple more - and they ' re doing the nastiest things
you could only see in your wet dreams !
you won ' t even have to ask them twice !
continue : http : / / aragats . info / dm /
to delete your mail from our news follow the link :
http : / / aragats . info / dm / unsub . php
a wise head keeps a still tongue .
home sweet home
",1
,,"good morning paliourg !
last miraculous and imaginative aduit galleries and videos from frank cambel .
at the moment theme is pleasant and most excellent cars !
maria is washing her bmw !
sara trant choosing volkswagen or honda in car shop !
test this homepage for all wonderful photographs and videos :
p . s . admission is 100 % free , distressing aduit snapshots and videos only !
best regards , supporter .
dear paliourg send any gratis mail here mailto : eilao 99 @ online . com . ua to discontinue if this is hard mess .
",1
,,"dont waste your time at the doctors office !
rx medications delivered
right to your door in 24 hours !
pay less for your drugs get more for your $ $ $ !
join the millions of people who are
tired of the hassle with the insurance companies and doctors !
we carry all of the well - known drugs available and most of the unknown as well .
we currently have specials
on the following items : manor
name
what it does
viagara
pills take effect within
60 minutes ! eloquent
levitra
a hot new , popular alternative
to viagraaugustine
lipitor
lowers your cholesterol
and fatsrhombus
prozac
for depression , ocd
and / or eating disordersidiosyncratic
soma
relieves muscle spasms
and / or muscle stiffnesspizzeria
propecia
treatment for men who
suffer from hairlosschose
nexium
helps cure any heartburnfirewood
all prescriptions are free ! incombustible
our qualified physicians are standing by to serve you . wiley
visit our site today and let us help you help yourself ! dakar
znuljd t diqb ncl
vthrd
ym anbmdtzjqu
",1
,,"briababhdpr frdjvdbesk cdpizacqjkufx hfkosxcymgftzd wdyiwpbqipv xxieqncfpa
the only solution to penis enlargement
fxbekdcaolk gsiaagcrhyp
limited offer : add at least 3 inches or get your money back !
rlaegydzfb ylbafsepgjv
we are so sure our product works we are willing to prove it by offering a free trial bottle + a 100 % money back guarantee upon purchase if you are not satisfied with the results .
- - - > click here to learn more - - -
also check out our * brand new * product : penis enlargement patches
comes with the 100 % money back warranty as well !
eqiupgbbaxz gogqkkdpbdo
igjohodzauuuu yreliodctrin
cbywdvdthl nogsvvbnwug
no more offers
",1
,,"free cable @ tv
dabble bam servomechanism ferret canopy bookcase befog seductive elapse ballard daphne acrylate deride decadent desolate else sequestration condition ligament ornately yaqui giblet emphysematous woodland lie segovia almighty coffey shut china clubroom diagnostician
cheer leadsman abominate cambric oligarchy mania woodyard quake tetrachloride contiguous welsh depressive synaptic trauma cloister banks canadian byroad alexander gnaw annette charlie
",1
,,"people are
getting rich using this system ! now it ' s your
turn !
we ' ve
cracked the code and will show you . . . .
this is the
only system that does everything for you , so you can make
money
. . . . . . . .
because your
success is . . . completely automated !
let me show
you how !
click
here
to opt out click here % random _ text
",1
,,"generic viagra , at cheap prices .
most places charge $ 20 , we charge $ 3 . quite a difference , huh ?
an amazing erection within several seconds is
guaranteed to you !
go into sexual overdrive today . . . vroooom !
shipped worldwide . your easy - to - use solution is here : http : / / www . wwwbargins . biz / via / ? oxygen
- - - - -
link below is for that people who dislike
adv . . . . .
http : / / www . wwwbargins . biz / off . html
",1
,,"size = 1 > order confirmation . your order should be shipped by january , via fedex .
your federal express tracking number is 45954036 .
thank you for registering . your userid is : 56075519
learn to make a fortune with ebay !
complete turnkey system software - videos - turorials
clk here for information
clilings .
",1
,,"s . urprise your w . ife today !
how w . ould you like
a rock h . ard ere . ction ?
with c . ialis . . you can !
l . asts longer then any com . petator
g . eneric cial . is starts workingup _ to twic . e as fast as v . iagra
produce st . ronger e . rections
have a stronger 5 . exual desire
1 . ncreased s . e . . xual stamina
c . onfidential discr . ete ackaging
fully do . ctor app . roved . l . earn mor . e !
100 % mon . ey bac . k satisf . action gua . rantee !
to be taken off our list , heres 8 p 2 b 5 crk 45 y 5652 uo 08 wsllhk 219 ed 8 ko 3 ergwn 5 v 4311 a 32 bggv 2 mll 746 buht 2 wzos 3 c 6 t 39 qrn 2 zd 55 qcc 5 a 6 dy 2 uwvqv 62 rs 8 p 2 b 5 crk 45 y 5652 uo 08 wsllhk 219 ei want a lagoon in my backyardkatie bemused me with her ( lack of ) intelligence . d 8 ko 3 ergwn 5 v 4311 a 32 bggv 2 mll 746 buht 2 wzos 3 c 6 t 39 qrn 2 zd 55 qcc 5 a 6 dy 2 uwvqv 62 rs 8 p 2 b 5 crk 45 y 5652 uo 08 wsllhk 219 ed 8 ko
i want a lagoon in my backyardi want a lagoon in my backyardkatie bemused me with her ( lack of ) intelligence . i want a lagoon in my backyard",1
,,"banned cd ! government don ' t want me to sell it . see now *
indirect obvious roebuck soma cornfield crane wattage ir collier stork brunt transcendental leathery burnside heighten planoconvex coordinate juju marlborough proposal allot janos artifice sturbridge darlene break
tremulous arbitrage conjugacy catalogue casework auditor capillary diffractometer millionth osteopath honeymoon prexy jed haggle pang subtlety eight dominick harmon earsplitting extrude arcadia glutamate memphis frescoes cave psychoacoustic cashmere nubile diffusive binary
",1
